MOVIE_NAME,PRODUCER
Footloose (2011),Jonathan Glickman
Footloose (2011),Neil Meron
Footloose (2011),Craig Zadan
Footloose (2011),Deborah Lurie
The Dilemma,Brian Grazer
The Dilemma,Ron Howard
The Dilemma,Vince Vaughn
The Dilemma,Hans Zimmer
Arthur Christmas,Peter Lord
Hall Pass,The Farrelly Bros.
Hall Pass,Bradley Thomas
Hall Pass,Charles B. Wessler
The Artist,Ludovic Bource
Soul Surfer,Sean McNamara
Soul Surfer,David Zelon
Soul Surfer,Marco Beltrami
Final Destination 5,Brian Tyler
The Ides of March,George Clooney
The Ides of March,Leonardo DiCaprio
The Ides of March,Grant Heslov
Hanna,The Chemical Brothers
Something Borrowed,Broderick Johnson
Something Borrowed,Andrew A. Kosove
Something Borrowed,Molly Smith
Something Borrowed,Hilary Swank
Something Borrowed,Alex Wurman
Spy Kids:All the Time in the World,Robert Rodriguez
Spy Kids:All the Time in the World,Robert Rodriguez
Spy Kids:All the Time in the World,Carl Thiel
Scream 4,Wes Craven
Scream 4,Ehren Kruger
Scream 4,Ron Schmidt
Scream 4,Marco Beltrami
"Big Mommas:Like Father, Like Son",Arnon Milchan
Red Riding Hood,Leonardo DiCaprio
Red Riding Hood,Catherine Hardwicke
Red Riding Hood,Julie Yorn
Red Riding Hood,Alex Heffes
Red Riding Hood,Brian Reitzell
In Time,Marc Abraham
In Time,Arnon Milchan
In Time,Eric Newman
In Time,Andrew Niccol
In Time,Craig Armstrong
Paul,Tim Bevan
Paul,Eric Fellner
Paul,David Arnold
J. Edgar,Clint Eastwood
J. Edgar,Brian Grazer
J. Edgar,Ron Howard
J. Edgar,Robert Lorenz
J. Edgar,Tim Moore
The Roommate,Doug Davison
The Roommate,Roy Lee
The Roommate,Sonny Mallhi
The Roommate,John Frizzell
Jumping the Broom,Elizabeth Hunter
Jumping the Broom,T.D. Jakes
Jumping the Broom,Ed Shearmur
The Change-Up,David Dobkin
The Change-Up,Neal H. Moritz
The Change-Up,John Debney
30 Minutes or Less,Ben Stiller
30 Minutes or Less,Nathan Barr
30 Minutes or Less,Ludwig Goransson
Colombiana,Luc Besson
Sucker Punch,Jon Jashni
Sucker Punch,Deborah Snyder
Sucker Punch,Zack Snyder
Sucker Punch,Thomas Tull
Sucker Punch,Tyler Bates
Larry Crowne,Gary Goetzman
Larry Crowne,Tom Hanks
Larry Crowne,James Newton Howard
A Very Harold & Kumar 3D Christmas,Greg Shapiro
A Very Harold & Kumar 3D Christmas,William Ross
Drive (2011),Marc Platt
Drive (2011),Gigi Pritzker
Drive (2011),Peter Schlessel
Drive (2011),Cliff Martinez
50/50,Evan Goldberg
50/50,Will Reiser
50/50,Seth Rogen
50/50,Michael Giacchino
Courageous,Stephen Kendrick
The Rite,Beau Flynn
The Rite,Tripp Vinson
The Rite,Alex Heffes
Arthur (2011),Chris Bender
Arthur (2011),Russell Brand
Arthur (2011),Kevin McCormick
Arthur (2011),J.C. Spink
Arthur (2011),Michael Tadross
Arthur (2011),Theodore Shapiro
Extremely Loud & Incredibly Close,Mark Roybal
Extremely Loud & Incredibly Close,Scott Rudin
Extremely Loud & Incredibly Close,Alexandre Desplat
The Debt,Matthew Vaughn
The Debt,Thomas Newman
The Sitter,Michael De Luca
The Sitter,Jonah Hill
The Sitter,Jeff McIlwain
The Iron Lady,Thomas Newman
Priest,Michael De Luca
Priest,Christopher Young
The Mechanic,Irwin Winkler
The Mechanic,Mark Isham
Abduction,Patrick Crowley
Abduction,Doug Davison
Abduction,Roy Lee
Abduction,Ed Shearmur
Beastly,Susan Cartsonis
Beastly,Marcelo Zarvos
Winnie the Pooh,John Lasseter
Winnie the Pooh,Henry Jackman
Born to Be Wild (IMAX),Mark Mothersbaugh
Season of the Witch,Ryan Kavanaugh
Season of the Witch,Tucker Tooley
Season of the Witch,Atli Orvarsson
"Tinker, Tailor, Soldier, Spy",Tim Bevan
"Tinker, Tailor, Soldier, Spy",Eric Fellner
"Tinker, Tailor, Soldier, Spy",Peter Morgan
"Tinker, Tailor, Soldier, Spy",Alberto Iglesias
Don't Be Afraid of the Dark,Guillermo del Toro
Don't Be Afraid of the Dark,Mark Johnson
Don't Be Afraid of the Dark,Stephen Jones
Don't Be Afraid of the Dark,Tom Williams
Don't Be Afraid of the Dark,Marco Beltrami
Sanctum,James Cameron
Sanctum,Ryan Kavanaugh
Sanctum,David Hirschfelder
Monte Carlo,Denise Di Novi
Monte Carlo,Alison Greenspan
Monte Carlo,Nicole Kidman
Monte Carlo,Arnon Milchan
Monte Carlo,Michael Giacchino
Your Highness,Danny McBride
Your Highness,Scott Stuber
Your Highness,Steve Jablonsky
The Darkest Hour,Timur Bekmambetov
The Darkest Hour,Arnon Milchan
The Darkest Hour,Hutch Parker
The Darkest Hour,Tyler Bates
Mars Needs Moms,Robert Zemeckis
Mars Needs Moms,John Powell
Dream House,Mike Drake
Dream House,Ehren Kruger
Dream House,James G. Robinson
Dream House,John Debney
Conan the Barbarian (2011),Randall Emmett
Conan the Barbarian (2011),George Furla
Conan the Barbarian (2011),Tyler Bates
The Three Musketeers (2011),Paul W.S. Anderson
The Three Musketeers (2011),Jeremy Bolt
The Three Musketeers (2011),Robert Kulzer
The Three Musketeers (2011),Paul Haslinger
The Eagle,Atli Orvarsson
Fright Night (2011),Michael De Luca
Fright Night (2011),Ramin Djawadi
Apollo 18,Timur Bekmambetov
Apollo 18,Ron Schmidt
The Thing (2011),Marc Abraham
The Thing (2011),J. Miles Dale
The Thing (2011),Eric Newman
The Thing (2011),Marco Beltrami
Young Adult,Diablo Cody
Young Adult,John Malkovich
Young Adult,Mason Novick
Young Adult,Steven M. Rales
Young Adult,Jason Reitman
Young Adult,Charlize Theron
Young Adult,Rolfe Kent
African Cats,Don Hahn
What's Your Number?,Anna Faris
What's Your Number?,Beau Flynn
What's Your Number?,Arnon Milchan
What's Your Number?,Tripp Vinson
What's Your Number?,Aaron Zigman
One Day,Nina Jacobson
One Day,Rachel Portman
Warrior,Mark Isham
The Tree of Life,Dede Gardner
The Tree of Life,Brad Pitt
The Rum Diary,Johnny Depp
The Rum Diary,Tim Headington
The Rum Diary,Graham King
The Rum Diary,Greg Shapiro
The Conspirator,Greg Shapiro
The Conspirator,Mark Isham
Jane Eyre,Dario Marianelli
Drive Angry,Michael De Luca
Drive Angry,Michael Wandmacher
Win Win,Lyle Workman
Prom,Deborah Lurie
I Don't Know How She Does It,Aaron Zigman
Johnny English Reborn,Tim Bevan
Johnny English Reborn,Eric Fellner
Johnny English Reborn,Ilan Eshkeri
Kevin Hart:Laugh at My Pain,Kevin Hart
The Big Year,Curtis Hanson
The Big Year,Karen Rosenfelt
The Big Year,Ben Stiller
The Big Year,Theodore Shapiro
Take Me Home Tonight,Topher Grace
Cedar Rapids,Alexander Payne
Cedar Rapids,Christophe Beck
Beginners,Brian Reitzell
A Dangerous Method,Howard Shore
Anonymous,Roland Emmerich
Anonymous,Larry J. Franco
Anonymous,John Orloff
Anonymous,Harald Kloser
Anonymous,Thomas Wander
The Company Men,John Wells
The Company Men,Aaron Zigman
The Way,John Sloss
Shame,Iain Canning
Like Crazy,Steven M. Rales
Like Crazy,Mark Roybal
The Skin I Live In,Pedro Almodovar
The Skin I Live In,Alberto Iglesias
From Prada to Nada,Gigi Pritzker
Everything Must Go,Marty Bowen
Everything Must Go,Wyck Godfrey
The Way Back,Scott Rudin
The Way Back,Peter Weir
Bucky Larson:Born to Be a Star,Jack Giarraputo
Bucky Larson:Born to Be a Star,Adam Sandler
Bucky Larson:Born to Be a Star,Nick Swardson
The Grace Card,Howard Klausner
The Mighty Macs,William Ross
We Need to Talk About Kevin,Jennifer Fox
We Need to Talk About Kevin,Lynne Ramsay
We Need to Talk About Kevin,Jonny Greenwood
Take Shelter,Brian Kavanaugh-Jones
Senna,Tim Bevan
Senna,Eric Fellner
Saving Private Perez,Mark Mothersbaugh
Snow Flower and the Secret Fan,Rachel Portman
Another Earth,Mike Cahill
Another Earth,Brit Marling
Kill the Irishman,Arthur M. Sarkissian
Dylan Dog:Dead of Night,Patrick Aiello
Dylan Dog:Dead of Night,Kevin Munroe
Dylan Dog:Dead of Night,Scott Mitchell Rosenberg
The Whistleblower,Mychael Danna
Red State,Jason Clark
Attack the Block,Edgar Wright
Attack the Block,Steven Price
The Beaver,Steve Golin
The Beaver,Jeff Skoll
The Beaver,Marcelo Zarvos
POM Wonderful Presents:The Greatest Movie Ever Sold,Keith Calder
POM Wonderful Presents:The Greatest Movie Ever Sold,Morgan Spurlock
The Last Lions,Alex Wurman
Even the Rain,Alberto Iglesias
Hesher,Natalie Portman
Hesher,Spencer Susser
Miral,Jon Kilik
The First Grader,Alex Heffes
Super,Ted Hope
Super,Tyler Bates
In the Land of Blood and Honey,Graham King
In the Land of Blood and Honey,Tim Moore
Conan O'Brien Can't Stop,Gavin Polone
The Music Never Stopped,Neal H. Moritz
Life in a Day,Ridley Scott
Life in a Day,Tony Scott
Life in a Day,Harry Gregson-Williams
A Good Old Fashioned Orgy,Ram Bergman
A Good Old Fashioned Orgy,James D. Stern
A Good Old Fashioned Orgy,Jonathan Sadoff
October Baby,Andrew Erwin
October Baby,Jon Erwin
Restless (2011),Ron Howard
Restless (2011),Gus Van Sant
Restless (2011),Danny Elfman
Oranges and Sunshine,Iain Canning
The Double,Patrick Aiello
The Double,John Debney
I Will Follow,Ava DuVernay
Trust (2011),David Schwimmer
Kaboom,Gregg Araki
Henry's Crime,Sacha Gervasi
Henry's Crime,Keanu Reeves
Elite Squad:The Enemy Within,Jose Padilha
Last Night,Nick Wechsler
Last Night,Clint Mansell
Beautiful Boy,Trevor Morris
Margaret,Anthony Minghella
Margaret,Sydney Pollack
Margaret,Scott Rudin
Small Town Murder Songs,Ed Gass-Donnelly
White Irish Drinkers,John Gray
The Son of No One,Joy Gorman
Cat Run,Ram Bergman
Cracks,Tony Scott
Cracks,Javier Navarette
Waiting for Forever,James Keach
Waiting for Forever,Nick Urata
The Other Woman,Marc Platt
The Other Woman,Natalie Portman
Trespass (2011),Irwin Winkler
Trespass (2011),David Buckley
Vanishing on 7th Street,Lucas Vidal
Ceremony,Polly Johnsen
Make Believe,Lucas Vidal
London Boulevard,William Monahan
Anchor Baby,Lonzo Nzekwe
I'm Not Jesus Mommy,Joseph Schneider
Peep World,Keith Calder
Leap Year (2011),Gary Barber
Frankie & Alice,Andrew Lockington
The Ledge,Steven Saxton
The Ledge,Nathan Barr
Wrecked,Michael Brook
I Melt With You,Rob Cowan
I Melt With You,tomandandy
Flypaper,Peter Safran
Burke and Hare,Joby Talbot
Passion Play,Megan Ellison
Main Street,Megan Ellison
Toy Story 3,Darla K. Anderson
Toy Story 3,John Lasseter
Toy Story 3,Randy Newman
Alice in Wonderland (2010),Joe Roth
Alice in Wonderland (2010),Danny Elfman
Iron Man 2,Louis D'Esposito
Iron Man 2,Susan Downey
Iron Man 2,Jon Favreau
Iron Man 2,Kevin Feige
Iron Man 2,Alan Fine
Iron Man 2,Stan Lee
Iron Man 2,David Maisel
Iron Man 2,Denis L. Stewart
Iron Man 2,John Debney
The Twilight Saga:Eclipse,Marty Bowen
The Twilight Saga:Eclipse,Wyck Godfrey
The Twilight Saga:Eclipse,Karen Rosenfelt
The Twilight Saga:Eclipse,Howard Shore
Harry Potter and the Deathly Hallows Part 1,Alexandre Desplat
Inception,Christopher Nolan
Inception,Emma Thomas
Inception,Thomas Tull
Inception,Hans Zimmer
Despicable Me,Janet Healy
Despicable Me,Christopher Meledandri
Despicable Me,Heitor Pereira
Shrek Forever After,Harry Gregson-Williams
How to Train Your Dragon,Kristine Belson
How to Train Your Dragon,Tim Johnson
How to Train Your Dragon,John Powell
Tangled,John Lasseter
Tangled,Alan Menken
The Karate Kid,James Lassiter
The Karate Kid,Will Smith
The Karate Kid,James Horner
Tron Legacy,Sean Bailey
Tron Legacy,Steven Lisberger
Tron Legacy,Jeffrey Silver
True Grit,Ethan Coen
True Grit,Joel Coen
True Grit,David Ellison
True Grit,Megan Ellison
True Grit,Scott Rudin
True Grit,Paul Schwake
True Grit,Steven Spielberg
True Grit,Carter Burwell
Clash of the Titans (2010),Jon Jashni
Clash of the Titans (2010),Thomas Tull
Clash of the Titans (2010),Ramin Djawadi
Grown Ups,Jack Giarraputo
Grown Ups,Tim Herlihy
Grown Ups,Steve Koren
Grown Ups,Adam Sandler
Little Fockers,Ryan Kavanaugh
Little Fockers,Daniel Lupi
Little Fockers,Stephen Trask
Megamind,Lara Breay
Megamind,Denise Nolan Cascino
Megamind,Ben Stiller
Megamind,Hans Zimmer
The King's Speech,Iain Canning
The King's Speech,Geoffrey Rush
The King's Speech,Gareth Unwin
The King's Speech,Alexandre Desplat
The Last Airbender,Scott Aversano
The Last Airbender,Sam Mercer
The Last Airbender,M. Night Shyamalan
The Last Airbender,Frank Marshall
The Last Airbender,Kathleen Kennedy
The Last Airbender,James Newton Howard
Shutter Island,Brad Fischer
Shutter Island,Laeta Kalogridis
Shutter Island,Dennis Lehane
Shutter Island,Gianni Nunnari
Shutter Island,Martin Scorsese
The Other Guys,Patrick Crowley
The Other Guys,Chris Henchy
The Other Guys,Adam McKay
Salt,Lorenzo di Bonaventura
Salt,Mark Vahradian
Salt,James Newton Howard
Jackass 3-D,Spike Jonze
Jackass 3-D,Jeff Tremaine
Valentine's Day,John Debney
Black Swan,Brad Fischer
Black Swan,Ari Handel
Black Swan,Clint Mansell
Robin Hood,Brian Grazer
Robin Hood,Ryan Kavanaugh
Robin Hood,Ridley Scott
Robin Hood,Marc Streitenfeld
The Chronicles of Narnia:The Voyage of the Dawn Treader,Andrew Adamson
The Chronicles of Narnia:The Voyage of the Dawn Treader,Mark Johnson
The Chronicles of Narnia:The Voyage of the Dawn Treader,David Arnold
The Expendables,Brian Tyler
Due Date,Scott Budnick
Due Date,Susan Downey
Due Date,Todd Phillips
Due Date,Thomas Tull
Due Date,Christophe Beck
Yogi Bear,Karen Rosenfelt
Date Night,Christophe Beck
The Social Network,Dana Brunetti
The Social Network,Michael De Luca
The Social Network,Scott Rudin
The Social Network,Trent Reznor
The Social Network,Atticus Ross
Sex and the City 2,Michael Patrick King
Sex and the City 2,Aaron Zigman
The Book of Eli,Susan Downey
The Book of Eli,Broderick Johnson
The Book of Eli,Andrew A. Kosove
The Book of Eli,Joel Silver
The Book of Eli,David Valdes
The Book of Eli,Atticus Ross
The Fighter,David Hoberman
The Fighter,Ryan Kavanaugh
The Fighter,Tucker Tooley
The Fighter,Mark Wahlberg
The Fighter,Michael Brook
The Town,Jon Jashni
The Town,Graham King
The Town,Thomas Tull
The Town,David Buckley
The Town,Harry Gregson-Williams
Prince of Persia:The Sands of Time,Jerry Bruckheimer
Prince of Persia:The Sands of Time,Harry Gregson-Williams
Red,Lorenzo di Bonaventura
Red,Mark Vahradian
Red,Christophe Beck
Percy Jackson & The Olympians:The Lightning Thief,Chris Columbus
Percy Jackson & The Olympians:The Lightning Thief,Thomas M. Hammel
Percy Jackson & The Olympians:The Lightning Thief,Karen Rosenfelt
Percy Jackson & The Olympians:The Lightning Thief,Christophe Beck
Paranormal Activity 2,Jason Blum
Paranormal Activity 2,Akiva Goldsman
Paranormal Activity 2,Oren Peli
Paranormal Activity 2,Steven Schneider
Unstoppable,Tony Scott
Unstoppable,Julie Yorn
Unstoppable,Alex Young
Unstoppable,Harry Gregson-Williams
Eat Pray Love,Dede Gardner
Eat Pray Love,Jeremy Kleiner
Eat Pray Love,Brad Pitt
Eat Pray Love,Dario Marianelli
Dear John,Marty Bowen
Dear John,Wyck Godfrey
Dear John,Ryan Kavanaugh
Dear John,Tucker Tooley
Dear John,Deborah Lurie
The A-Team,Ridley Scott
The A-Team,Tony Scott
The A-Team,Alex Young
The A-Team,Alan Silvestri
Knight & Day,Todd Garner
Knight & Day,Arnon Milchan
Knight & Day,Steve Pink
Knight & Day,Joe Roth
Knight & Day,John Powell
Dinner for Schmucks,Gary Barber
Dinner for Schmucks,Roger Birnbaum
Dinner for Schmucks,Sacha Baron Cohen
Dinner for Schmucks,Theodore Shapiro
The Tourist,Gary Barber
The Tourist,Roger Birnbaum
The Tourist,Jonathan Glickman
The Tourist,Tim Headington
The Tourist,Graham King
The Tourist,James Newton Howard
The Bounty Hunter,Ryan Kavanaugh
The Bounty Hunter,Neal H. Moritz
The Bounty Hunter,George Fenton
Diary of a Wimpy Kid,Nina Jacobson
Diary of a Wimpy Kid,Theodore Shapiro
The Sorcerer's Apprentice,Jerry Bruckheimer
The Sorcerer's Apprentice,Nicolas Cage
The Sorcerer's Apprentice,Todd Garner
The Sorcerer's Apprentice,Trevor Rabin
A Nightmare on Elm Street (2010),Michael Bay
A Nightmare on Elm Street (2010),Mike Drake
A Nightmare on Elm Street (2010),Andrew Form
A Nightmare on Elm Street (2010),Brad Fuller
A Nightmare on Elm Street (2010),Steve Jablonsky
The Last Song,Jennifer Gibgot
The Last Song,Aaron Zigman
The Wolfman,Ryan Kavanaugh
The Wolfman,Scott Stuber
The Wolfman,Danny Elfman
Get Him to the Greek,Judd Apatow
Get Him to the Greek,Rodney Rothman
Get Him to the Greek,Jason Segel
Get Him to the Greek,Lyle Workman
Resident Evil:Afterlife,Paul W.S. Anderson
Resident Evil:Afterlife,Jeremy Bolt
Resident Evil:Afterlife,Don Carmody
Resident Evil:Afterlife,Robert Kulzer
Resident Evil:Afterlife,tomandandy
Tyler Perry's Why Did I Get Married Too?,Tyler Perry
Tooth Fairy,Jason Blum
Secretariat,Bill Johnson
Secretariat,Nick Glennie-Smith
Easy A,Will Gluck
Takers,Chris Brown
Takers,Morris Chestnut
Takers,Will Packer
Takers,Paul Haslinger
Legend of the Guardians:The Owls of Ga'Hoole,Deborah Snyder
Legend of the Guardians:The Owls of Ga'Hoole,David Hirschfelder
Life as We Know It,Joe Hartwick Jr.
Life as We Know It,Scott Niemeyer
Letters to Juliet,Mark Canton
Letters to Juliet,Ron Schmidt
Wall Street:Money Never Sleeps,Alex Young
Wall Street:Money Never Sleeps,Craig Armstrong
Predators,John Davis
Predators,Robert Rodriguez
Predators,Alex Young
Predators,John Debney
Hot Tub Time Machine,Christophe Beck
Kick-Ass,Jeremy Kleiner
Kick-Ass,Mark Millar
Kick-Ass,Brad Pitt
Kick-Ass,Matthew Vaughn
Kick-Ass,Ilan Eshkeri
Kick-Ass,Henry Jackman
Killers,Scott Aversano
Killers,Rolfe Kent
Saw 3D,James Wan
Saw 3D,Leigh Whannell
Cop Out,Polly Johnsen
Cop Out,Marc Platt
Cop Out,Michael Tadross
Cats & Dogs:The Revenge of Kitty Galore,Polly Johnsen
Cats & Dogs:The Revenge of Kitty Galore,Andrew Lazar
Cats & Dogs:The Revenge of Kitty Galore,Christopher Lennertz
Edge of Darkness,Tim Headington
Edge of Darkness,Graham King
Edge of Darkness,Howard Shore
Gulliver's Travels,Jack Black
Gulliver's Travels,John Davis
Gulliver's Travels,Henry Jackman
Death at a Funeral (2010),Sidney Kimmel
Death at a Funeral (2010),Christophe Beck
Step Up 3-D,Jennifer Gibgot
The Last Exorcism,Marc Abraham
The Last Exorcism,Eric Newman
The Last Exorcism,Eli Roth
The Last Exorcism,Nathan Barr
Legion (2010),Scott Charles Stewart
Legion (2010),John Frizzell
Burlesque,Christophe Beck
The Crazies,Rob Cowan
The Crazies,Jeff Skoll
The Crazies,Mark Isham
For Colored Girls,Paul Hall
For Colored Girls,Tyler Perry
For Colored Girls,Aaron Zigman
The Back-Up Plan,Todd Black
The Back-Up Plan,David Bloomfield
The Back-Up Plan,Jason Blumenthal
The Back-Up Plan,Steve Tisch
The Back-Up Plan,Stephen Trask
Vampires Suck,Arnon Milchan
Vampires Suck,Peter Safran
Vampires Suck,Christopher Lennertz
The American,Grant Heslov
Green Zone,Tim Bevan
Green Zone,Eric Fellner
Green Zone,John Powell
Marmaduke,John Davis
Marmaduke,Tom Dey
Marmaduke,Arnon Milchan
Marmaduke,Christopher Lennertz
Devil,Drew Dowdle
Devil,John Erick Dowdle
Devil,Sam Mercer
Devil,M. Night Shyamalan
Hereafter,Robert Lorenz
Hereafter,Tim Moore
Hereafter,Peter Morgan
Hereafter,Steven Spielberg
When in Rome,Andrew Panay
When in Rome,Christopher Young
Love and Other Drugs,Pieter Jan Brugge
Love and Other Drugs,Arnon Milchan
Love and Other Drugs,Scott Stuber
Love and Other Drugs,Edward Zwick
Love and Other Drugs,James Newton Howard
She's Out of My League,George Gatins
Scott Pilgrim vs. the World,J. Miles Dale
Scott Pilgrim vs. the World,Marc Platt
Charlie St. Cloud,Marc Platt
Charlie St. Cloud,Rolfe Kent
Morning Glory,J.J. Abrams
Morning Glory,Bryan Burk
Morning Glory,David Arnold
How Do You Know,Laurence Mark
How Do You Know,Hans Zimmer
Nanny McPhee Returns,Tim Bevan
Nanny McPhee Returns,Eric Fellner
Nanny McPhee Returns,James Newton Howard
The Switch,Jennifer Aniston
The Switch,Albert Berger
The Switch,Allan Loeb
The Switch,Ron Yerxa
The Switch,Alex Wurman
Brooklyn's Finest,Marcelo Zarvos
Machete,Robert Rodriguez
Machete,Carl Thiel
Ramona and Beezus,Alison Greenspan
Ramona and Beezus,Mark Mothersbaugh
Leap Year,Chris Bender
Leap Year,Roger Birnbaum
Leap Year,Jonathan Glickman
Leap Year,J.C. Spink
Leap Year,Randy Edelman
You Again,Andy Fickman
Alpha and Omega,Chris Bacon
Piranha 3D,Mark Canton
Piranha 3D,Ryan Kavanaugh
Piranha 3D,Gregory Levasseur
Piranha 3D,Michael Wandmacher
Lottery Ticket,Matt Alvarez
Lottery Ticket,Ice Cube
Lottery Ticket,Broderick Johnson
Lottery Ticket,Andrew A. Kosove
The Spy Next Door,Ryan Kavanaugh
The Spy Next Door,Robert Simonds
The Spy Next Door,Tucker Tooley
From Paris with Love,Luc Besson
From Paris with Love,Virginie Silla
From Paris with Love,David Buckley
The Losers,Akiva Goldsman
The Losers,Joel Silver
The Losers,John Ottman
Skyline,Ryan Kavanaugh
Skyline,Brian Kavanaugh-Jones
Skyline,Brett Ratner
Skyline,Greg Strause
Skyline,Tucker Tooley
The Next Three Days,Paul Haggis
The Next Three Days,Danny Elfman
The Kids Are All Right,Steven Saxton
The Kids Are All Right,Carter Burwell
Country Strong,Michael Brook
Oceans,Don Hahn
Remember Me,Marcelo Zarvos
127 Hours,Danny Boyle
127 Hours,A.R. Rahman
Going the Distance,Jennifer Gibgot
Going the Distance,Adam Shankman
Going the Distance,Mychael Danna
Furry Vengeance,Robert Simonds
Furry Vengeance,Ed Shearmur
Splice,Guillermo del Toro
Splice,Don Murphy
The Ghost Writer,Roman Polanski
The Ghost Writer,Alexandre Desplat
My Soul to Take,Ryan Kavanaugh
My Soul to Take,Tucker Tooley
My Soul to Take,Marco Beltrami
Repo Men,Mike Drake
Repo Men,Scott Stuber
Repo Men,Marco Beltrami
Case 39,Steve Golin
Case 39,Kevin Misher
Let Me In,Michael Giacchino
Extraordinary Measures,Michael Shamberg
Extraordinary Measures,Stacey Sher
Jonah Hex,Akiva Goldsman
Jonah Hex,Jon Jashni
Jonah Hex,Andrew Lazar
Jonah Hex,Thomas Tull
Jonah Hex,Marco Beltrami
Blue Valentine,Ryan Gosling
Blue Valentine,Michelle Williams
Fair Game (2010),Jez Butterworth
Fair Game (2010),Akiva Goldsman
MacGruber,Ryan Kavanaugh
MacGruber,Lorne Michaels
MacGruber,Akiva Schaffer
MacGruber,Tucker Tooley
Cyrus,Ridley Scott
Cyrus,Tony Scott
Conviction,Hilary Swank
"Waiting for""Superman""",Jeff Skoll
It's Kind of a Funny Story,Kevin Misher
The Warrior's Way,Javier Navarette
Solitary Man,Steven Soderbergh
Inside Job,Charles Ferguson
Greenberg,Scott Rudin
Greenberg,James Murphy
Please Give,Marcelo Zarvos
To Save a Life,Christopher Lennertz
Catfish,Andrew Jarecki
Catfish,Henry Joost
Catfish,Ryan Kavanaugh
Catfish,Ariel Schulman
Catfish,Tucker Tooley
Catfish,Mark Mothersbaugh
Chloe,Joe Medjuck
Chloe,Tom Pollock
Chloe,Jason Reitman
Chloe,Mychael Danna
Never Let Me Go,Alex Garland
Never Let Me Go,Mark Romanek
Never Let Me Go,Rachel Portman
Rabbit Hole,Nicole Kidman
Rabbit Hole,Gigi Pritzker
"I Love You, Phillip Morris",Andrew Lazar
"I Love You, Phillip Morris",Nick Urata
Harry Brown,Matthew Vaughn
Somewhere,Roman Coppola
Flipped,Marc Shaiman
The Joneses,Nick Urata
Mother and Child,Guillermo del Toro
Mother and Child,Ed Shearmur
Buried,Peter Safran
Casino Jack,Dana Brunetti
Casino Jack,George Zakk
Middle Men,Brian Tyler
The Virginity Hit,Will Ferrell
The Virginity Hit,Chris Henchy
The Virginity Hit,Adam McKay
Agora,Dario Marianelli
Howl,Gus Van Sant
All Good Things,Bruna Papandrea
All Good Things,Rob Simonsen
Jack Goes Boating,Philip Seymour Hoffman
I'm Still Here,Casey Affleck
Creation,Christopher Young
The Tempest,Julie Taymor
The Tempest,Elliot Goldenthal
Countdown to Zero,Lawrence Bender
Countdown to Zero,Jeff Skoll
Twelve,Harry Gregson-Williams
Casino Jack and the United States of Money,Jeff Skoll
Welcome to the Rileys,Ridley Scott
Welcome to the Rileys,Tony Scott
Welcome to the Rileys,Marc Streitenfeld
Love Ranch,Taylor Hackford
Love Ranch,Chris Bacon
Centurion,Ilan Eshkeri
The Greatest (2010),Christophe Beck
After.Life,Paul Haslinger
Freakonomics,Michael Wandmacher
The Good Guy,tomandandy
OSS 117:Lost in Rio,Ludovic Bource
Waking Sleeping Beauty,Don Hahn
Waking Sleeping Beauty,Chris Bacon
Leaves of Grass,Stuart Blumberg
44 Inch Chest,Steve Golin
Guy and Madeline on a Park Bench,Damien Chazelle
Spoken Word,Michael Brook
In My Sleep,Ralph Winter
Red Hill,Patrick Hughes
The Freebie,Mark Duplass
The Freebie,Julian Wass
Stolen (2010),Trevor Morris
Heartless,David Julyan
Perrier's Bounty,David Holmes
Shake Hands with the Devil,David Hirschfelder
